1	1465860096	536870912	0	2855018496	1073741824	0	1764630528	536870912	0	3516694528	1073741824	0	6673133568
2	1465978880	536870912	0	2855137280	1073741824	0	1815486464	536870912	0	3516825600	1073741824	0	6619271168
3	1465970688	536870912	0	2855129088	1073741824	0	1967443968	536870912	0	3637043200	1073741824	0	6344298496
4	1465978880	536870912	0	2855137280	1073741824	0	2094714880	536870912	0	3770118144	1073741824	0	6083096576
5	1465974784	536870912	0	2855231488	1073741824	0	2147483648	536870912	0	3880427520	1073741824	0	5920296960
6	1466068992	536870912	0	2887389184	1073741824	0	2147479552	536870912	0	3947974656	1073741824	0	5819691008
7	1483350016	536870912	0	2897158144	1073741824	0	2147475456	536870912	0	3995455488	1073741824	0	5744111616
8	1502580736	536870912	0	2901299200	1073741824	0	2147450880	536870912	0	4033662976	1073741824	0	5682577408
9	1520693248	536870912	0	2901381120	1073741824	0	2147463168	536870912	0	4068741120	1073741824	0	5629784064
10	1533235200	536870912	0	2901528576	1073741824	0	2147459072	536870912	0	4106063872	1073741824	0	5569359872
11	1533435904	536870912	0	2901729280	1073741824	0	2147229696	536870912	0	4146712576	1073741824	0	5527752704
12	1533710336	536870912	0	2902147072	1073741824	0	2147463168	536870912	0	4186828800	1073741824	0	5487063040
13	1534066688	536870912	0	2902417408	1073741824	0	2147385344	536870912	0	4229816320	1073741824	0	5441384448
14	1534414848	536870912	0	2902720512	1073741824	0	2147065856	536870912	0	4271943680	1073741824	0	5397733376
15	1534615552	536870912	0	2903035904	1073741824	0	2147475456	536870912	0	4294832128	1073741824	0	5374095360
16	1534951424	536870912	0	2903396352	1073741824	0	2147381248	536870912	0	4294938624	1073741824	0	5372198912
17	1535291392	536870912	0	2903867392	1073741824	0	2147356672	536870912	0	4294926336	1073741824	0	5371101184
18	1535782912	536870912	0	2904211456	1073741824	0	2147393536	536870912	0	4294926336	1073741824	0	5372674048
19	1536032768	536870912	0	2904723456	1073741824	0	2147254272	536870912	0	4294799360	1073741824	0	5373546496
20	1536397312	536870912	0	2905223168	1073741824	0	2147373056	536870912	0	4294942720	1073741824	0	5372530688
21	1536790528	536870912	0	2905673728	1073741824	0	2147368960	536870912	0	4294930432	1073741824	0	5371797504
22	1537036288	536870912	0	2906095616	1073741824	0	2147409920	536870912	0	4294942720	1073741824	0	5371326464
23	1537499136	536870912	0	2906517504	1073741824	0	2147373056	536870912	0	4294938624	1073741824	0	5371191296
24	1537945600	536870912	0	2906918912	1073741824	0	2147131392	536870912	0	4294946816	1073741824	0	5361934336
25	1538404352	536870912	0	2907451392	1073741824	0	2147467264	536870912	0	4294934528	1073741824	0	5352132608
26	1538600960	536870912	0	2908037120	1073741824	0	2147475456	536870912	0	4294946816	1073741824	0	5351682048
27	1539084288	536870912	0	2908602368	1073741824	0	2147409920	536870912	0	4294938624	1073741824	0	5350440960
28	1539620864	536870912	0	2909093888	1073741824	0	2147389440	536870912	0	4294938624	1073741824	0	5349552128
29	1540284416	536870912	0	2909618176	1073741824	0	2147438592	536870912	0	4294942720	1073741824	0	5348442112
30	1540943872	536870912	0	2910199808	1073741824	0	2147389440	536870912	0	4294938624	1073741824	0	5347794944
